"Diplomas and Completion"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2018,DIV,"Franklin County Public Schools","Students with Disabilities",81,19,23.5,2,48,12,0,0,0,60
2018,DIV,"Franklin County Public Schools",White,459,38,8.3,233,178,9,0,1,1,187
2018,DIV,"Frederick County Public Schools","All Students",1039,38,3.7,518,412,34,4,33,37,446
2018,DIV,"Frederick County Public Schools",Asian,17,0,0,9,7,0,0,1,1,7
2018,DIV,"Frederick County Public Schools",Black,51,1,2,20,25,4,0,1,1,29
2018,DIV,"Frederick County Public Schools","Economically Disadvantaged",281,11,3.9,88,147,17,2,16,18,164
2018,DIV,"Frederick County Public Schools","English Learners",44,7,15.9,10,20,2,0,5,5,22
2018,DIV,"Frederick County Public Schools",Female,518,13,2.5,299,177,14,0,15,15,191
2018,DIV,"Frederick County Public Schools",Hispanic,126,10,7.9,56,47,5,1,7,8,52
2018,DIV,"Frederick County Public Schools",Homeless,17,3,17.6,4,7,0,1,2,3,7
2018,DIV,"Frederick County Public Schools",Male,521,25,4.8,219,235,20,4,18,22,255
2018,DIV,"Frederick County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Frederick County Public Schools","Multiple Races",39,1,2.6,19,16,2,0,1,1,18
2018,DIV,"Frederick County Public Schools","Students with Disabilities",123,9,7.3,7,69,34,0,4,4,103
2018,DIV,"Frederick County Public Schools",White,806,26,3.2,414,317,23,3,23,26,340
2018,DIV,"Fredericksburg City Public Schools","All Students",266,30,11.3,107,108,9,4,8,12,117
2018,DIV,"Fredericksburg City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools",Asian,12,1,8.3,7,3,1,0,0,0,4
2018,DIV,"Fredericksburg City Public Schools",Black,94,6,6.4,25,54,3,1,5,6,57
2018,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",129,19,14.7,27,65,8,2,8,10,73
2018,DIV,"Fredericksburg City Public Schools","English Learners",31,14,45.2,3,11,1,1,0,2,12
2018,DIV,"Fredericksburg City Public Schools",Female,132,10,7.6,69,44,3,1,5,6,47
2018,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools",Hispanic,52,13,25,10,24,1,3,1,4,25
2018,DIV,"Fredericksburg City Public Schools",Homeless,10,1,10,3,6,0,0,0,0,6
2018,DIV,"Fredericksburg City Public Schools",Male,134,20,14.9,38,64,6,3,3,6,70
2018,DIV,"Fredericksburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools","Students with Disabilities",26,4,15.4,0,13,9,0,0,0,22
2018,DIV,"Fredericksburg City Public Schools",White,98,10,10.2,60,24,4,0,0,0,28
2018,DIV,"Galax City Public Schools","All Students",101,5,5,37,47,6,5,1,6,53
2018,DIV,"Galax City Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Galax City Public Schools","Economically Disadvantaged",51,4,7.8,6,32,5,3,1,4,37
2018,DIV,"Galax City Public Schools","English Learners",15,1,6.7,4,10,0,0,0,0,10
2018,DIV,"Galax City Public Schools",Female,51,2,3.9,26,21,1,1,0,1,22
2018,DIV,"Galax City Public Schools",Hispanic,22,1,4.5,8,12,1,0,0,0,13
2018,DIV,"Galax City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Galax City Public Schools",Male,50,3,6,11,26,5,4,1,5,31
2018,DIV,"Galax City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Galax City Public Schools","Students with Disabilities",14,0,0,0,7,6,1,0,1,13
2018,DIV,"Galax City Public Schools",White,70,3,4.3,26,31,5,5,0,5,36
2018,DIV,"Giles County Public Schools","All Students",220,7,3.2,55,134,11,8,5,13,145
2018,DIV,"Giles County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Giles County Public Schools","Economically Disadvantaged",92,5,5.4,11,58,9,7,2,9,67
2018,DIV,"Giles County Public Schools",Female,107,2,1.9,38,64,2,1,0,1,66
2018,DIV,"Giles County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Giles County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Giles County Public Schools",Male,113,5,4.4,17,70,9,7,5,12,79
2018,DIV,"Giles County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Giles County Public Schools","Students with Disabilities",31,0,0,0,18,11,1,1,2,29
2018,DIV,"Giles County Public Schools",White,210,6,2.9,52,131,9,8,4,12,140
2018,DIV,"Gloucester County Public Schools","All Students",384,12,3.1,178,162,16,12,4,16,178
2018,DIV,"Gloucester County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Gloucester County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Gloucester County Public Schools",Black,29,3,10.3,6,14,3,1,2,3,17
2018,DIV,"Gloucester County Public Schools","Economically Disadvantaged",136,8,5.9,32,72,12,8,4,12,84
2018,DIV,"Gloucester County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Gloucester County Public Schools",Female,198,5,2.5,101,79,6,5,2,7,85
2018,DIV,"Gloucester County Public Schools",Hispanic,22,0,0,9,11,2,0,0,0,13
2018,DIV,"Gloucester County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Gloucester County Public Schools",Male,186,7,3.8,77,83,10,7,2,9,93
2018,DIV,"Gloucester County Public Schools","Military Connected",19,1,5.3,13,5,0,0,0,0,5
2018,DIV,"Gloucester County Public Schools","Multiple Races",20,1,5,6,9,2,1,1,2,11
2018,DIV,"Gloucester County Public Schools","Students with Disabilities",47,4,8.5,6,20,16,1,0,1,36
2018,DIV,"Gloucester County Public Schools",White,307,8,2.6,151,128,9,10,1,11,137
2018,DIV,"Goochland County Public Schools","All Students",228,5,2.2,151,64,5,1,2,3,69
2018,DIV,"Goochland County Public Schools",Black,55,0,0,29,23,3,0,0,0,26
2018,DIV,"Goochland County Public Schools","Economically Disadvantaged",57,2,3.5,27,24,2,1,1,2,26
2018,DIV,"Goochland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Goochland County Public Schools",Female,111,1,.9,76,32,2,0,0,0,34
2018,DIV,"Goochland County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Goochland County Public Schools",Hispanic,14,0,0,10,4,0,0,0,0,4
2018,DIV,"Goochland County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Goochland County Public Schools",Male,117,4,3.4,75,32,3,1,2,3,35
2018,DIV,"Goochland County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Goochland County Public Schools","Multiple Races",12,2,16.7,6,4,0,0,0,0,4
2018,DIV,"Goochland County Public Schools","Students with Disabilities",23,0,0,3,15,5,0,0,0,20
2018,DIV,"Goochland County Public Schools",White,147,3,2,106,33,2,1,2,3,35
2018,DIV,"Grayson County Public Schools","All Students",110,1,.9,50,54,4,0,1,1,58
2018,DIV,"Grayson County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Grayson County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Grayson County Public Schools","Economically Disadvantaged",54,0,0,18,32,4,0,0,0,36
2018,DIV,"Grayson County Public Schools",Female,52,1,1.9,24,26,1,0,0,0,27
2018,DIV,"Grayson County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Grayson County Public Schools",Male,58,0,0,26,28,3,0,1,1,31
2018,DIV,"Grayson County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Grayson County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Grayson County Public Schools","Students with Disabilities",14,0,0,2,8,4,0,0,0,12
2018,DIV,"Grayson County Public Schools",White,93,1,1.1,42,46,3,0,1,1,49
2018,DIV,"Greene County Public Schools","All Students",223,4,1.8,119,86,1,1,12,13,87
2018,DIV,"Greene County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greene County Public Schools",Black,18,2,11.1,7,6,1,0,2,2,7
2018,DIV,"Greene County Public Schools","Economically Disadvantaged",74,2,2.7,26,40,1,1,4,5,41
2018,DIV,"Greene County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greene County Public Schools",Female,100,0,0,68,30,0,0,2,2,30
2018,DIV,"Greene County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greene County Public Schools",Hispanic,17,0,0,7,5,0,0,5,5,5
2018,DIV,"Greene County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Greene County Public Schools",Male,123,4,3.3,51,56,1,1,10,11,57
2018,DIV,"Greene County Public Schools","Military Connected",10,0,0,7,3,0,0,0,0,3
2018,DIV,"Greene County Public Schools","Multiple Races",15,0,0,10,5,0,0,0,0,5
2018,DIV,"Greene County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Greene County Public Schools",White,168,2,1.2,90,70,0,1,5,6,70
2018,DIV,"Greensville County Public Schools","All Students",186,17,9.1,73,81,8,0,7,7,89
2018,DIV,"Greensville County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greensville County Public Schools",Black,136,13,9.6,46,63,7,0,7,7,70
2018,DIV,"Greensville County Public Schools","Economically Disadvantaged",93,7,7.5,29,50,4,0,3,3,54
2018,DIV,"Greensville County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Greensville County Public Schools",Female,100,7,7,48,40,4,0,1,1,44
2018,DIV,"Greensville County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greensville County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Greensville County Public Schools",Male,86,10,11.6,25,41,4,0,6,6,45
2018,DIV,"Greensville County Public Schools","Students with Disabilities",25,0,0,2,15,8,0,0,0,23
2018,DIV,"Greensville County Public Schools",White,42,4,9.5,23,14,1,0,0,0,15
2018,DIV,"Halifax County Public Schools","All Students",356,17,4.8,120,188,24,1,6,7,212
2018,DIV,"Halifax County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Halifax County Public Schools",Black,158,9,5.7,36,93,17,0,3,3,110
2018,DIV,"Halifax County Public Schools","Economically Disadvantaged",353,17,4.8,120,187,24,0,5,5,211
2018,DIV,"Halifax County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Halifax County Public Schools",Female,190,8,4.2,77,90,11,1,3,4,101
2018,DIV,"Halifax County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Halifax County Public Schools",Hispanic,14,0,0,4,9,1,0,0,0,10
2018,DIV,"Halifax County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Halifax County Public Schools",Male,166,9,5.4,43,98,13,0,3,3,111
2018,DIV,"Halifax County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Halifax County Public Schools","Students with Disabilities",62,4,6.5,2,32,24,0,0,0,56
2018,DIV,"Halifax County Public Schools",White,175,7,4,76,83,5,1,3,4,88
2018,DIV,"Hampton City Public Schools","All Students",1501,21,1.4,489,815,87,44,45,89,902
2018,DIV,"Hampton City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Hampton City Public Schools",Asian,26,0,0,20,5,1,0,0,0,6
2018,DIV,"Hampton City Public Schools",Black,967,17,1.8,286,551,66,20,27,47,617
2018,DIV,"Hampton City Public Schools","Economically Disadvantaged",777,9,1.2,174,486,54,22,32,54,540
2018,DIV,"Hampton City Public Schools","English Learners",28,0,0,8,17,2,1,0,1,19
2018,DIV,"Hampton City Public Schools",Female,735,6,.8,290,371,32,16,20,36,403
2018,DIV,"Hampton City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Hampton City Public Schools",Hispanic,78,0,0,25,49,2,2,0,2,51
2018,DIV,"Hampton City Public Schools",Homeless,24,3,12.5,3,10,4,1,3,4,14
2018,DIV,"Hampton City Public Schools",Male,766,15,2,199,444,55,28,25,53,499
2018,DIV,"Hampton City Public Schools","Military Connected",48,0,0,21,26,1,0,0,0,27
2018,DIV,"Hampton City Public Schools","Multiple Races",79,1,1.3,26,38,4,4,6,10,42
2018,DIV,"Hampton City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Hampton City Public Schools","Students with Disabilities",220,5,2.3,6,118,87,3,1,4,205
2018,DIV,"Hampton City Public Schools",White,344,3,.9,130,168,14,18,11,29,182
2018,DIV,"Hanover County Public Schools","All Students",1482,34,2.3,993,408,8,20,19,39,416
2018,DIV,"Hanover County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hanover County Public Schools",Asian,27,1,3.7,25,1,0,0,0,0,1
2018,DIV,"Hanover County Public Schools",Black,143,4,2.8,76,59,1,0,3,3,60
2018,DIV,"Hanover County Public Schools","Economically Disadvantaged",204,12,5.9,70,102,4,9,7,16,106
2018,DIV,"Hanover County Public Schools","English Learners",24,5,20.8,3,15,0,0,1,1,15
2018,DIV,"Hanover County Public Schools",Female,693,13,1.9,509,154,5,8,4,12,159
2018,DIV,"Hanover County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hanover County Public Schools",Hispanic,58,3,5.2,32,21,0,0,2,2,21
2018,DIV,"Hanover County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hanover County Public Schools",Male,789,21,2.7,484,254,3,12,15,27,257
2018,DIV,"Hanover County Public Schools","Military Connected",14,0,0,11,3,0,0,0,0,3
2018,DIV,"Hanover County Public Schools","Multiple Races",35,2,5.7,17,14,1,0,1,1,15
2018,DIV,"Hanover County Public Schools","Students with Disabilities",177,13,7.3,22,125,8,5,4,9,133
2018,DIV,"Hanover County Public Schools",White,1212,23,1.9,841,310,6,20,12,32,316
2018,DIV,"Harrisonburg City Public Schools","All Students",456,43,9.4,254,140,10,1,8,9,150
2018,DIV,"Harrisonburg City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Harrisonburg City Public Schools",Asian,19,0,0,14,4,0,0,1,1,4
2018,DIV,"Harrisonburg City Public Schools",Black,50,4,8,21,23,1,0,1,1,24
2018,DIV,"Harrisonburg City Public Schools","Economically Disadvantaged",301,35,11.6,138,112,8,0,8,8,120
2018,DIV,"Harrisonburg City Public Schools","English Learners",165,33,20,56,66,6,0,2,4,72
2018,DIV,"Harrisonburg City Public Schools",Female,201,12,6,126,56,5,0,2,2,61
2018,DIV,"Harrisonburg City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Harrisonburg City Public Schools",Hispanic,205,33,16.1,89,69,7,1,6,7,76
2018,DIV,"Harrisonburg City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Harrisonburg City Public Schools",Male,255,31,12.2,128,84,5,1,6,7,89
2018,DIV,"Harrisonburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Harrisonburg City Public Schools","Multiple Races",11,0,0,5,5,1,0,0,0,6
2018,DIV,"Harrisonburg City Public Schools","Students with Disabilities",36,4,11.1,5,17,10,0,0,0,27
2018,DIV,"Harrisonburg City Public Schools",White,170,6,3.5,124,39,1,0,0,0,40
2018,DIV,"Henrico County Public Schools","All Students",3990,266,6.7,2103,1431,88,45,57,102,1519
2018,DIV,"Henrico County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Henrico County Public Schools",Asian,340,11,3.2,259,67,2,0,1,1,69
2018,DIV,"Henrico County Public Schools",Black,1461,115,7.9,494,747,61,16,28,44,808
2018,DIV,"Henrico County Public Schools","Economically Disadvantaged",1418,161,11.4,386,764,52,24,31,55,816
2018,DIV,"Henrico County Public Schools","English Learners",280,86,30.7,33,147,2,3,9,12,149
2018,DIV,"Henrico County Public Schools",Female,1915,101,5.3,1103,649,25,11,26,37,674
2018,DIV,"Henrico County Public Schools","Foster Care",20,6,30,1,9,2,0,2,2,11
2018,DIV,"Henrico County Public Schools",Hispanic,364,88,24.2,110,148,3,7,8,15,151
2018,DIV,"Henrico County Public Schools",Homeless,71,6,8.5,13,44,2,1,5,6,46
2018,DIV,"Henrico County Public Schools",Male,2075,165,8,1000,782,63,34,31,65,845
2018,DIV,"Henrico County Public Schools","Military Connected",29,0,0,17,11,0,0,1,1,11
2018,DIV,"Henrico County Public Schools","Multiple Races",152,6,3.9,85,53,1,2,5,7,54
2018,DIV,"Henrico County Public Schools","Native Hawaiian",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Henrico County Public Schools","Students with Disabilities",497,61,12.3,43,292,88,11,1,13,380
2018,DIV,"Henrico County Public Schools",White,1665,45,2.7,1150,414,21,20,15,35,435
2018,DIV,"Henry County Public Schools","All Students",541,35,6.5,218,242,26,11,9,20,268
2018,DIV,"Henry County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Henry County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Henry County Public Schools",Black,97,6,6.2,38,47,5,0,1,1,52
2018,DIV,"Henry County Public Schools","Economically Disadvantaged",238,14,5.9,78,121,16,2,7,9,137
2018,DIV,"Henry County Public Schools","English Learners",20,1,5,4,12,3,0,0,0,15
2018,DIV,"Henry County Public Schools",Female,249,12,4.8,136,92,5,3,1,4,97
2018,DIV,"Henry County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Henry County Public Schools",Hispanic,61,2,3.3,22,30,5,0,2,2,35
2018,DIV,"Henry County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Henry County Public Schools",Male,292,23,7.9,82,150,21,8,8,16,171
2018,DIV,"Henry County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Henry County Public Schools","Multiple Races",41,3,7.3,16,18,1,2,1,3,19
2018,DIV,"Henry County Public Schools","Students with Disabilities",60,6,10,3,25,26,0,0,0,51
2018,DIV,"Henry County Public Schools",White,337,24,7.1,138,146,15,9,5,14,161
2018,DIV,"Highland County Public Schools","All Students",14,0,0,8,5,1,0,0,0,6
2018,DIV,"Highland County Public Schools","Economically Disadvantaged",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Highland County Public Schools",Female,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Highland County Public Schools",Male,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Highland County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Highland County Public Schools",White,14,0,0,8,5,1,0,0,0,6
2018,DIV,"Hopewell City Public Schools","All Students",285,22,7.7,89,141,14,1,18,19,155
2018,DIV,"Hopewell City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Hopewell City Public Schools",Black,169,9,5.3,45,95,8,1,11,12,103
2018,DIV,"Hopewell City Public Schools","Economically Disadvantaged",126,10,7.9,34,66,7,0,9,9,73
2018,DIV,"Hopewell City Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hopewell City Public Schools",Female,148,11,7.4,60,65,5,0,7,7,70
2018,DIV,"Hopewell City Public Schools",Hispanic,21,1,4.8,9,5,4,0,2,2,9
2018,DIV,"Hopewell City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Hopewell City Public Schools",Male,137,11,8,29,76,9,1,11,12,85
2018,DIV,"Hopewell City Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hopewell City Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Hopewell City Public Schools","Students with Disabilities",34,4,11.8,1,13,14,0,2,2,27
2018,DIV,"Hopewell City Public Schools",White,92,11,12,34,40,2,0,5,5,42
2018,DIV,"Isle of Wight County Public Schools","All Students",456,20,4.4,233,178,12,10,3,13,190
2018,DIV,"Isle of Wight County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Isle of Wight County Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Isle of Wight County Public Schools",Black,152,7,4.6,57,76,8,3,1,4,84
2018,DIV,"Isle of Wight County Public Schools","Economically Disadvantaged",132,8,6.1,42,69,5,6,2,8,74
2018,DIV,"Isle of Wight County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Isle of Wight County Public Schools",Female,229,10,4.4,132,77,3,5,2,7,80
2018,DIV,"Isle of Wight County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Isle of Wight County Public Schools",Hispanic,19,0,0,12,7,0,0,0,0,7
2018,DIV,"Isle of Wight County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Isle of Wight County Public Schools",Male,227,10,4.4,101,101,9,5,1,6,110
2018,DIV,"Isle of Wight County Public Schools","Military Connected",21,0,0,10,10,0,1,0,1,10
2018,DIV,"Isle of Wight County Public Schools","Multiple Races",16,0,0,11,3,1,0,1,1,4
2018,DIV,"Isle of Wight County Public Schools","Students with Disabilities",55,9,16.4,3,30,12,1,0,1,42
2018,DIV,"Isle of Wight County Public Schools",White,260,11,4.2,149,89,3,7,1,8,92
2018,DIV,"King George County Public Schools","All Students",305,9,3,172,111,4,6,3,9,115
2018,DIV,"King George County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King George County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King George County Public Schools",Black,59,0,0,23,34,1,0,1,1,35
2018,DIV,"King George County Public Schools","Economically Disadvantaged",66,2,3,23,36,2,2,1,3,38
2018,DIV,"King George County Public Schools",Female,139,2,1.4,93,41,1,2,0,2,42
2018,DIV,"King George County Public Schools",Hispanic,11,0,0,8,3,0,0,0,0,3
2018,DIV,"King George County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King George County Public Schools",Male,166,7,4.2,79,70,3,4,3,7,73
2018,DIV,"King George County Public Schools","Military Connected",23,0,0,14,8,0,1,0,1,8
2018,DIV,"King George County Public Schools","Multiple Races",23,1,4.3,16,5,0,0,1,1,5
2018,DIV,"King George County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King George County Public Schools","Students with Disabilities",22,3,13.6,1,13,4,1,0,1,17
2018,DIV,"King George County Public Schools",White,203,8,3.9,118,68,3,5,1,6,71
2018,DIV,"King William County Public Schools","All Students",173,5,2.9,66,92,6,1,3,4,98
2018,DIV,"King William County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools",Black,24,1,4.2,5,14,2,0,2,2,16
2018,DIV,"King William County Public Schools","Economically Disadvantaged",45,4,8.9,6,31,2,0,2,2,33
2018,DIV,"King William County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools",Female,87,1,1.1,46,39,0,0,1,1,39
2018,DIV,"King William County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools",Male,86,4,4.7,20,53,6,1,2,3,59
2018,DIV,"King William County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King William County Public Schools","Students with Disabilities",18,2,11.1,1,9,6,0,0,0,15
2018,DIV,"King William County Public Schools",White,132,4,3,53,70,4,1,0,1,74
2018,DIV,"King and Queen County Public Schools","All Students",34,0,0,11,18,3,2,0,2,21
2018,DIV,"King and Queen County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King and Queen County Public Schools",Black,15,0,0,5,7,3,0,0,0,10
2018,DIV,"King and Queen County Public Schools","Economically Disadvantaged",25,0,0,7,14,2,2,0,2,16
2018,DIV,"King and Queen County Public Schools",Female,15,0,0,5,8,2,0,0,0,10
2018,DIV,"King and Queen County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"King and Queen County Public Schools",Male,19,0,0,6,10,1,2,0,2,11
2018,DIV,"King and Queen County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King and Queen County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2018,DIV,"King and Queen County Public Schools",White,16,0,0,6,8,0,2,0,2,8
2018,DIV,"Lancaster County Public Schools","All Students",99,9,9.1,42,37,4,3,4,7,41
2018,DIV,"Lancaster County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools",Black,50,3,6,9,31,3,0,4,4,34
2018,DIV,"Lancaster County Public Schools","Economically Disadvantaged",52,6,11.5,11,29,2,0,4,4,31
2018,DIV,"Lancaster County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools",Female,38,4,10.5,18,14,0,1,1,2,14
2018,DIV,"Lancaster County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools",Male,61,5,8.2,24,23,4,2,3,5,27
2018,DIV,"Lancaster County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lancaster County Public Schools","Students with Disabilities",11,1,9.1,0,6,4,0,0,0,10
2018,DIV,"Lancaster County Public Schools",White,42,6,14.3,28,4,1,3,0,3,5
2018,DIV,"Lee County Public Schools","All Students",243,22,9.1,64,135,8,3,11,14,143
2018,DIV,"Lee County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools","Economically Disadvantaged",109,16,14.7,21,62,4,1,5,6,66
2018,DIV,"Lee County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Female,118,14,11.9,36,59,4,2,3,5,63
2018,DIV,"Lee County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools",Male,125,8,6.4,28,76,4,1,8,9,80
2018,DIV,"Lee County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Lee County Public Schools","Students with Disabilities",37,6,16.2,1,18,8,1,3,4,26
2018,DIV,"Lee County Public Schools",White,234,22,9.4,61,132,7,3,9,12,139
